subject,sessionIndex,rep,DD.period.t,UU.period.t,DD.t.i,UU.t.i,DD.i.e,UU.i.e,DD.e.five,UU.e.five,DD.five.Shift.r,UU.five.Shift.r,DD.Shift.r.o,UU.Shift.r.o,DD.o.a,UU.o.a,DD.a.n,UU.a.n,DD.n.l,UU.n.l,DD.l.Return,UU.l.Return
s052,8,29,0.4968,0.5122,0.0533,0.0974,0.0703,0.0243,0.2250,0.2158,0.2773,0.2854,0.2192,0.2174,0.2929,0.3362,0.0681,0.0431,0.0235,0.0659,0.3444,0.2671
s052,8,30,0.5010,0.5171,0.0528,0.0844,0.0973,0.0472,0.2571,0.2484,0.2836,0.2934,0.2192,0.2200,0.2982,0.3557,0.0412,0.0125,0.0390,0.0625,0.3183,0.2591
s052,8,31,0.5361,0.5527,0.0451,0.0805,0.0863,0.0385,0.2479,0.2505,0.2868,0.2855,0.2226,0.2268,0.2119,0.2090,0.0966,0.1268,0.0607,0.0583,0.3022,0.2794
s052,8,32,0.5015,0.5171,0.0317,0.0866,0.1153,0.0327,0.2427,0.2559,0.2742,0.2644,0.2035,0.2117,0.2807,0.3245,0.0852,0.0582,0.0447,0.0701,0.3167,0.2719
s052,8,33,0.5129,0.5124,0.0322,0.0974,0.0976,0.0430,0.2498,0.2373,0.2936,0.2963,0.2353,0.2408,0.1391,0.1534,0.1987,0.2109,0.0425,0.0575,0.3157,0.2666
s052,8,34,0.5062,0.5150,0.0475,0.0897,0.1048,0.0290,0.2610,0.2692,0.3184,0.3234,0.2287,0.2372,0.4303,0.4665,0.0966,0.1043,0.0647,0.0451,0.3077,0.2960
s052,8,35,0.4873,0.4884,0.0346,0.0942,0.0760,0.0246,0.2456,0.2218,0.2425,0.2665,0.2109,0.2130,0.2974,0.2976,0.0818,0.1017,0.0454,0.0549,0.3051,0.2602
s052,8,36,0.4559,0.5037,0.0641,0.0821,0.1146,0.0565,0.2553,0.2476,0.2741,0.2797,0.2562,0.2519,0.2925,0.2965,0.0779,0.0964,0.0512,0.0533,0.3354,0.3095
s052,8,37,0.4973,0.5305,0.0509,0.0926,0.0810,0.0338,0.2548,0.2413,0.2419,0.2430,0.2058,0.2092,0.2536,0.2790,0.0380,0.0502,0.0454,0.0625,0.3867,0.3475
s052,8,38,0.4203,0.4713,0.0752,0.0992,0.1129,0.0528,0.2298,0.2163,0.2620,0.2763,0.1774,0.1852,0.3659,0.4135,0.0597,0.0475,0.0496,0.0435,0.3019,0.2784
s052,8,39,0.4984,0.5264,0.0610,0.0905,0.0879,0.0409,0.2461,0.2358,0.2519,0.2691,0.2274,0.2239,0.3010,0.3362,0.0547,0.0491,0.0440,0.0630,0.3496,0.3137
s052,8,40,0.4588,0.4577,0.0522,0.0914,0.0937,0.0428,0.2328,0.2205,0.2561,0.2675,0.2204,0.2185,0.2970,0.3273,0.0539,0.0489,0.0462,0.0651,0.3352,0.2897
s052,8,41,0.4873,0.4860,0.0570,0.1061,0.0760,0.0195,0.2157,0.2233,0.2255,0.2253,0.2126,0.1535,0.3991,0.4711,0.1072,0.0837,0.0121,0.0825,0.3707,0.3027
s052,8,42,0.5467,0.5728,0.0567,0.0874,0.0811,0.0401,0.2163,0.2036,0.2435,0.2417,0.1840,0.1969,0.1528,0.1428,0.0803,0.1430,0.0891,0.0757,0.3320,0.2787
s052,8,43,0.5171,0.5374,0.0575,0.0840,0.0887,0.0346,0.2074,0.2137,0.2459,0.2485,0.1841,0.1915,0.1368,0.1626,0.1027,0.1012,0.0646,0.0604,0.3239,0.2956
s052,8,44,0.5045,0.5166,0.0570,0.1011,0.0702,0.0164,0.2074,0.2100,0.2538,0.2506,0.2060,0.2010,0.1286,0.1489,0.0839,0.0871,0.0749,0.0767,0.3063,0.2902
s052,8,45,0.5007,0.5076,0.0417,0.0932,0.0797,0.0306,0.2158,0.1978,0.2298,0.2269,0.1878,0.2105,0.1254,0.1621,0.1008,0.0713,0.0517,0.0717,0.3117,0.2621
s052,8,46,0.4989,0.5137,0.0578,0.0850,0.0800,0.0341,0.2129,0.2107,0.2422,0.2369,0.1773,0.2013,0.1726,0.2074,0.0520,0.0547,0.0868,0.0876,0.3283,0.2753
s052,8,47,0.4651,0.5060,0.1182,0.1150,0.1815,0.1494,0.2614,0.2405,0.3957,0.4226,0.2612,0.2467,0.1670,0.2087,0.1604,0.1069,0.6643,0.6803,0.3055,0.3074
s052,8,48,0.4921,0.5043,0.0557,0.0976,0.0771,0.0304,0.2179,0.2263,0.2760,0.2699,0.2231,0.2271,0.1563,0.1861,0.2440,0.2306,0.0522,0.0633,0.3162,0.2739
s052,8,49,0.4989,0.5379,0.0670,0.0995,0.0852,0.0333,0.2203,0.2025,0.2538,0.2728,0.2000,0.2026,0.2717,0.2987,0.0739,0.0713,0.0649,0.0675,0.3428,0.3037
s052,8,50,0.4712,0.5028,0.0799,0.0982,0.0779,0.0341,0.2511,0.2320,0.2706,0.2796,0.2034,0.2169,0.3029,0.3314,0.0502,0.0336,0.0345,0.0936,0.3785,0.3283
s053,1,1,0.3009,0.2339,0.0792,0.1209,0.0989,0.0762,0.8479,0.8318,0.5220,0.5201,0.5127,0.5452,0.1645,0.2075,0.1169,0.0961,0.1583,0.1369,0.3765,0.4118
s053,1,2,0.2924,0.2191,0.0629,0.0995,0.0857,0.0602,0.2880,0.2753,0.4806,0.5035,0.2419,0.2733,0.0731,0.1072,0.1045,0.0871,0.0913,0.0857,0.2454,0.2488
s053,1,3,0.2239,0.1556,0.0597,0.0903,0.0863,0.0776,0.2975,0.3128,0.5141,0.4793,0.2322,0.2261,0.0433,0.1338,0.1045,0.0816,0.1034,0.0957,0.2508,0.2574
s053,1,4,0.1962,0.1392,0.0544,0.0780,0.0755,0.0565,0.2770,0.3109,0.4871,0.4419,0.1407,0.1641,0.0722,0.1410,0.1000,0.0663,0.0987,0.1039,0.2367,0.2338
s053,1,5,0.2869,0.1854,0.0544,0.1082,0.0839,0.0493,0.3014,0.3252,0.5233,0.4967,0.2886,0.3226,0.0837,0.1009,0.0924,0.0848,0.0826,0.1050,0.4908,0.4770
s053,1,6,0.2258,0.1485,0.0631,0.0910,0.0712,0.0412,0.1810,0.2279,0.4139,0.3810,0.2151,0.2401,0.1214,0.1631,0.0697,0.0373,0.0802,0.1026,0.2384,0.2320
s053,1,7,0.4881,0.3950,0.0953,0.1367,0.0710,0.0515,0.7685,0.7845,0.3460,0.3271,0.2335,0.2511,0.1119,0.1278,0.0942,0.1069,0.0992,0.1015,0.3154,0.2993
s053,1,8,0.6178,0.5329,0.0541,0.1177,0.1301,0.0644,0.2033,0.2189,0.4804,0.4851,0.2174,0.2694,0.3551,0.3630,0.0634,0.0349,0.1541,0.1897,0.3530,0.3242
s053,1,9,0.3934,0.3046,0.0718,0.1312,0.0950,0.0507,0.2396,0.2171,0.3728,0.3823,0.1992,0.2450,0.1288,0.1468,0.0718,0.0502,0.0789,0.1057,0.3380,0.3162
s053,1,10,0.2619,0.1907,0.0666,0.1117,0.1156,0.0686,0.2334,0.2817,0.5078,0.4471,0.2200,0.2857,0.2050,0.2029,0.0900,0.0898,0.0881,0.1002,0.3228,0.3109
s053,1,11,0.2312,0.1616,0.0712,0.1084,0.1232,0.0520,0.1957,0.2492,0.4268,0.3958,0.1776,0.2081,0.0845,0.1220,0.0939,0.0784,0.0734,0.0868,0.2800,0.2670
s053,1,12,0.2383,0.1629,0.0779,0.0882,0.1201,0.1119,0.2139,0.2295,0.4327,0.4026,0.1736,0.2250,0.1388,0.1457,0.0855,0.0779,0.0567,0.0783,0.2521,0.2402
s053,1,13,0.2711,0.1843,0.0860,0.1165,0.0784,0.0673,1.0682,1.0528,0.6457,0.6410,0.2209,0.2586,0.1373,0.1534,0.0839,0.0660,0.0581,0.0815,0.4021,0.3504
s053,1,14,0.2492,0.1952,0.0504,0.0755,0.0980,0.0768,0.2020,0.2160,0.4430,0.4090,0.4326,0.4914,0.1528,0.1784,0.0900,0.0549,0.0533,0.0744,0.3879,0.3599
s053,1,15,0.2255,0.1614,0.0679,0.0879,0.1053,0.0455,0.6622,0.7624,0.4414,0.3794,0.1923,0.2205,0.0921,0.1214,0.0623,0.0705,0.0955,0.0836,0.2283,0.2259
s053,1,16,0.2360,0.1735,0.0937,0.1032,0.0921,0.1097,0.2131,0.2039,0.3867,0.3588,0.1565,0.1824,0.0658,0.0991,0.0819,0.0797,0.0834,0.1005,0.2492,0.2368
s053,1,17,0.2072,0.1347,0.0913,0.1251,0.0963,0.0594,0.2037,0.2042,0.3659,0.3770,0.1678,0.1744,0.0893,0.1322,0.0694,0.0671,0.1034,0.1187,0.2864,0.2816
s053,1,18,0.2004,0.1511,0.0966,0.1177,0.1111,0.0797,0.6501,0.6448,0.4912,0.4981,0.6227,0.6551,0.1992,0.2314,0.0760,0.0658,0.0478,0.0543,0.4142,0.4044
s053,1,19,0.2776,0.2035,0.0676,0.1106,0.0662,0.0557,0.5845,0.5902,0.5035,0.4690,0.1997,0.2464,0.1207,0.1347,0.0976,0.0879,0.0739,0.0912,0.3530,0.3322
s053,1,20,0.2533,0.1835,0.0766,0.1043,0.1024,0.0900,0.2627,0.2753,0.4833,0.4472,0.1948,0.2557,0.1338,0.1605,0.0876,0.0595,0.0758,0.0957,0.3016,0.2810
s053,1,21,0.2097,0.1651,0.1209,0.1317,0.1095,0.0351,0.7656,0.8419,0.4063,0.3643,0.3057,0.3353,0.1204,0.1505,0.0866,0.0814,0.0705,0.0688,0.2542,0.2563
s053,1,22,0.2346,0.1690,0.1264,0.1496,0.0773,0.0137,0.1981,0.2559,0.3733,0.3327,0.3909,0.4420,0.1386,0.1650,0.1208,0.0931,0.0786,0.0955,0.2985,0.2679
s053,1,23,0.2624,0.1832,0.0694,0.1310,0.0863,0.0283,0.2583,0.3230,0.5019,0.4532,0.2066,0.2021,0.0634,0.0893,0.0871,0.1109,0.0758,0.0744,0.2661,0.2463
s053,1,24,0.2096,0.1395,0.0750,0.1050,0.0979,0.0399,0.1749,0.2414,0.3804,0.3368,0.3550,0.4015,0.1974,0.2159,0.0718,0.0607,0.0760,0.0839,0.2442,0.2434
s053,1,25,0.1898,0.1305,0.1135,0.1354,0.1063,0.0728,0.2382,0.2567,0.3631,0.3406,0.1833,0.1892,0.0941,0.1473,0.0678,0.0681,0.0860,0.0820,0.8037,0.8232
s053,1,26,0.3161,0.2425,0.0694,0.1206,0.1085,0.0468,0.3555,0.3660,0.6797,0.6861,0.2303,0.2437,0.0945,0.1183,0.1278,0.0767,0.0135,0.0419,0.5340,0.5730
s053,1,27,0.2996,0.2025,0.0892,0.1323,0.0984,0.0338,0.1987,0.2527,0.5291,0.4861,0.1726,0.1905,0.0737,0.1249,0.0707,0.0694,0.0831,0.0810,0.2107,0.2056
s053,1,28,0.2426,0.1764,0.0929,0.1396,0.0551,0.0130,0.1977,0.2356,0.4522,0.4137,0.2145,0.2456,0.0789,0.1388,0.0945,0.0644,0.0815,0.0868,0.2716,0.2478
s053,1,29,0.1907,0.1269,0.0966,0.1372,0.0944,0.0496,0.2126,0.2502,0.3796,0.3320,0.1808,0.2362,0.0948,0.0825,0.0772,0.1196,0.0979,0.0886,0.2785,0.2634
s053,1,30,0.2383,0.1737,0.0865,0.1089,0.1187,0.0578,0.1954,0.2614,0.3420,0.2963,0.1691,0.1881,0.0987,0.1267,0.0626,0.0932,0.0904,0.0825,0.2389,0.2341
s053,1,31,0.1791,0.1224,0.1219,0.1593,0.0844,0.0309,0.2205,0.2534,0.3421,0.3036,0.1810,0.2006,0.0930,0.1309,0.1050,0.0980,0.0699,0.0783,0.2737,0.2726
s053,1,32,0.2378,0.1600,0.1145,0.1113,0.0710,0.0832,0.2564,0.2556,0.5210,0.5152,0.3619,0.4086,0.0961,0.0697,0.1061,0.1382,0.0891,0.0736,0.2228,0.2033
s053,1,33,0.2415,0.1231,0.0712,0.1174,0.0881,0.0435,0.2207,0.2437,0.3238,0.3130,0.1758,0.1641,0.0840,0.1366,0.0444,0.0515,0.0942,0.0960,0.2465,0.2014
s053,1,34,0.2033,0.1426,0.1118,0.1374,0.0923,0.0480,0.2170,0.2336,0.3458,0.3177,0.1581,0.1796,0.0755,0.1014,0.1003,0.1230,0.0862,0.0696,0.3979,0.3963
s053,1,35,0.2357,0.1853,0.1939,0.2366,0.1311,0.1280,0.3677,0.3447,0.5897,0.5653,0.1573,0.1446,0.0653,0.1336,0.1185,0.0932,0.0657,0.1108,0.2919,0.2881
s053,1,36,0.1901,0.1044,0.1027,0.1541,0.0913,0.0417,0.2353,0.2582,0.4260,0.3897,0.2093,0.2615,0.1029,0.1128,0.0980,0.0903,0.0607,0.0770,0.2611,0.2478
s053,1,37,0.2270,0.1321,0.0950,0.1472,0.1063,0.0583,0.1962,0.2239,0.3804,0.3440,0.1942,0.2077,0.0547,0.0993,0.0871,0.1058,0.2092,0.2236,0.3126,0.2768
s053,1,38,0.2961,0.2079,0.0557,0.1134,0.0987,0.0641,0.2548,0.2545,0.3300,0.3000,0.1655,0.2042,0.1072,0.1482,0.0903,0.0671,0.0583,0.0899,0.2737,0.2431
s053,1,39,0.1429,0.0699,0.1211,0.1744,0.0963,0.0283,0.2607,0.2915,0.3459,0.3169,0.2631,0.3454,0.1214,0.0787,0.0737,0.1043,0.0797,0.1031,0.3193,0.2858
s053,1,40,0.2222,0.1682,0.1093,0.1317,0.1232,0.0620,0.2492,0.2761,0.3155,0.2878,0.2408,0.2933,0.1090,0.1375,0.0736,0.0703,0.0995,0.0847,0.4531,0.4538
s053,1,41,0.2180,0.1439,0.0625,0.1110,0.1105,0.0483,0.2632,0.2368,0.3999,0.4369,0.1947,0.2274,0.0922,0.0941,0.0763,0.0908,0.0750,0.0918,0.4184,0.3279
s053,1,42,0.2149,0.1375,0.0610,0.1092,0.0982,0.0475,0.2192,0.2287,0.3448,0.3435,0.1918,0.1891,0.0890,0.1267,0.1050,0.1114,0.0701,0.0588,0.2231,0.2135
s053,1,43,0.1258,0.0836,0.1151,0.1733,0.1132,0.0481,0.2289,0.2376,0.3627,0.3701,0.2419,0.2398,0.0642,0.1251,0.1026,0.0671,0.0533,0.0802,0.2403,0.2125
s053,1,44,0.2439,0.1827,0.0952,0.1425,0.0947,0.0472,0.2052,0.2054,0.2852,0.2850,0.2198,0.2161,0.0499,0.0629,0.1205,0.1513,0.0715,0.0952,0.2710,0.2520
s053,1,45,0.1371,0.0778,0.1040,0.1614,0.0952,0.0493,0.2821,0.2439,0.4065,0.4300,0.1731,0.1831,0.0806,0.1415,0.0715,0.0505,0.0644,0.0828,0.2539,0.2505
s053,1,46,0.2853,0.2320,0.0802,0.1081,0.0931,0.0908,0.7698,0.7745,0.3442,0.3168,0.1899,0.2097,0.0898,0.1251,0.0678,0.0714,0.0639,0.0657,0.2395,0.2344
s053,1,47,0.2022,0.1431,0.0958,0.1431,0.0826,0.0375,0.2129,0.2397,0.3545,0.3284,0.2363,0.2806,0.0979,0.1108,0.1113,0.1066,0.0664,0.0717,0.2402,0.2202
s053,1,48,0.2618,0.2062,0.0488,0.0942,0.1114,0.0665,0.6079,0.6158,0.3661,0.3598,0.2749,0.3068,0.0893,0.1126,0.1045,0.0634,0.0315,0.0868,0.4135,0.3728
s053,1,49,0.3217,0.1922,0.1153,0.1731,0.0931,0.0636,0.3155,0.3115,0.4089,0.3949,0.2248,0.2557,0.0911,0.1196,0.1336,0.0595,0.0087,0.0878,0.4190,0.4089
s053,1,50,0.1972,0.1368,0.1010,0.1307,0.0610,0.0335,0.1960,0.1957,0.3334,0.3366,0.2504,0.2904,0.1032,0.1173,0.0676,0.0798,0.0821,0.0794,0.2600,0.2578
s053,2,1,0.2220,0.1748,0.0768,0.0974,0.1032,0.1016,1.1134,1.1646,0.4767,0.4007,0.1908,0.2322,0.0763,0.1178,0.0842,0.0523,0.0995,0.1100,0.2850,0.2739
s053,2,2,0.1603,0.1086,0.1063,0.1227,0.0488,0.0409,0.2624,0.2716,0.3353,0.3224,0.1842,0.1784,0.0700,0.1040,0.0860,0.0847,0.0683,0.0812,0.2038,0.2233
s053,2,3,0.1932,0.1555,0.0789,0.0940,0.0612,0.0567,0.2651,0.2843,0.4012,0.3706,0.5249,0.5637,0.1737,0.1593,0.0531,0.0637,0.0726,0.0891,0.2676,0.2660
s053,2,4,0.2151,0.1719,0.0734,0.0900,0.0794,0.0657,0.2311,0.2456,0.4620,0.4375,0.1700,0.1707,0.0858,0.1423,0.0731,0.0568,0.0739,0.0812,0.2249,0.2151
s053,2,5,0.1948,0.1580,0.0631,0.0869,0.0903,0.0715,0.2240,0.2347,0.3355,0.2984,0.2227,0.2554,0.0964,0.1476,0.0924,0.0657,0.0736,0.0688,0.2299,0.2360
s053,2,6,0.1914,0.1405,0.0568,0.0913,0.1121,0.0813,0.2039,0.2347,0.3184,0.3008,0.1507,0.1678,0.0948,0.1354,0.1079,0.1006,0.0952,0.0844,0.1804,0.1803
s053,2,7,0.1764,0.1495,0.0758,0.0855,0.1148,0.1022,0.1989,0.2155,0.3148,0.2905,0.1955,0.2100,0.0391,0.0600,0.1230,0.1335,0.0878,0.0789,0.4871,0.4699
s053,2,8,0.1435,0.1031,0.0818,0.1101,0.0470,0.0312,0.2459,0.2661,0.5183,0.5091,0.2686,0.2504,0.0742,0.1481,0.1061,0.0668,0.0689,0.0607,0.1946,0.2075
s053,2,9,0.3146,0.2117,0.0810,0.1341,0.0871,0.0602,0.3548,0.3576,0.3197,0.3063,0.1828,0.1770,0.0845,0.1415,0.0958,0.1035,0.1214,0.1187,0.3127,0.2813
s053,2,10,0.2165,0.1484,0.0543,0.0942,0.0749,0.0565,0.2325,0.2506,0.3446,0.3127,0.1907,0.1941,0.0787,0.1312,0.0863,0.0695,0.0794,0.0765,0.2120,0.1937
s053,2,11,0.1803,0.1065,0.1277,0.1510,0.0776,0.0733,0.5639,0.6105,0.6781,0.6352,0.2465,0.2214,0.0782,0.1170,0.0950,0.0789,0.0683,0.0738,0.2201,0.2188
s053,2,12,0.2110,0.1345,0.1087,0.1482,0.0973,0.0889,0.2785,0.2703,0.3398,0.3253,0.2514,0.2873,0.1452,0.1724,0.0929,0.0872,0.0945,0.1065,0.3016,0.2676
s053,2,13,0.2755,0.2162,0.1287,0.1628,0.0752,0.0660,0.2617,0.2679,0.4131,0.3744,0.1844,0.2099,0.1304,0.1490,0.0837,0.1122,0.0760,0.0641,0.2838,0.2637
s053,2,14,0.2172,0.1608,0.0932,0.1349,0.0921,0.0396,0.2100,0.2342,0.3158,0.2948,0.2080,0.2336,0.0821,0.1286,0.1141,0.0769,0.0615,0.0704,0.2147,0.2173
s053,2,15,0.1851,0.1540,0.1161,0.1143,0.0739,0.0594,0.2301,0.2364,0.3618,0.3370,0.2425,0.2899,0.0623,0.0903,0.1282,0.1098,0.0773,0.0767,0.2512,0.2420
s053,2,16,0.1432,0.0936,0.1158,0.1586,0.0900,0.0385,0.1936,0.1963,0.2870,0.2843,0.4030,0.4626,0.1968,0.1468,0.0552,0.0974,0.0781,0.0754,0.2402,0.2407
s053,2,17,1.3143,1.2196,0.0837,0.1217,0.0998,0.0903,0.5897,0.6029,0.3467,0.3142,0.1983,0.2092,0.0877,0.1399,0.0657,0.0441,0.0681,0.0741,0.2133,0.2025
s053,2,18,0.1271,0.0625,0.1121,0.1712,0.4252,0.4202,0.3579,0.3246,0.3269,0.3188,0.1850,0.2132,0.0954,0.1237,0.0721,0.0603,0.0713,0.0728,0.2176,0.2075
s053,2,19,0.1704,0.1095,0.1246,0.1620,0.1005,0.0736,0.2395,0.2574,0.3456,0.3034,0.1712,0.1884,0.0845,0.1640,0.0739,0.0254,0.0694,0.0844,0.2353,0.2199
s053,2,20,0.1919,0.1205,0.0898,0.1399,0.0697,0.0267,0.2121,0.2390,0.3189,0.2748,0.3450,0.3901,0.1694,0.2043,0.0905,0.0666,0.0576,0.0704,0.2529,0.2307
s053,2,21,0.1982,0.1157,0.0950,0.1477,0.0878,0.0280,0.1883,0.2030,0.3226,0.3039,0.1815,0.2158,0.0898,0.1439,0.0821,0.0650,0.0741,0.0862,0.2394,0.2209
s053,2,22,0.2549,0.2069,0.0741,0.0921,0.0942,0.0652,0.2058,0.2211,0.2900,0.2507,0.1689,0.2113,0.0871,0.1330,0.1174,0.0413,0.0235,0.0327,0.5691,0.5909
s053,2,23,0.2354,0.1624,0.0665,0.1031,0.0704,0.0422,0.1944,0.2084,0.3010,0.2672,0.1944,0.2417,0.0225,0.0813,0.1449,0.1174,0.0933,0.1079,0.3339,0.2893
s053,2,24,0.1450,0.0894,0.0987,0.1357,0.0512,0.0140,0.2989,0.3083,0.3269,0.2974,0.1963,0.2140,0.0883,0.1355,0.0022,0.0024,0.1160,0.1076,0.2771,0.2729
s053,2,25,0.2876,0.2141,0.0832,0.1032,0.1182,0.0813,0.4304,0.4547,0.3309,0.3222,0.2839,0.3777,0.1913,0.1755,0.0644,0.0473,0.0799,0.0746,0.2505,0.2305
s053,2,26,0.1344,0.0981,0.0877,0.1345,0.0325,-0.0077,0.2000,0.2216,0.2924,0.2549,0.1751,0.2207,0.0441,0.0376,0.0829,0.1079,0.0804,0.1005,0.2650,0.2412
s053,2,27,0.1421,0.1176,0.1043,0.1370,0.0744,0.0290,0.1709,0.1994,0.2968,0.2728,0.2190,0.2029,0.0544,0.0987,0.1116,0.1441,0.0789,0.0831,0.2547,0.2304
s053,2,28,0.1371,0.1266,0.0895,0.1420,0.1185,0.0697,0.2181,0.2386,0.3413,0.3039,0.3028,0.3611,0.1908,0.1486,0.0684,0.1206,0.1118,0.1147,0.2615,0.2380
s053,2,29,0.1651,0.0915,0.0826,0.1393,0.1124,0.0557,0.2329,0.2632,0.3643,0.3377,0.3081,0.3505,0.1153,0.1370,0.0876,0.0736,0.0625,0.0828,0.2301,0.2085
s053,2,30,0.1803,0.1442,0.0662,0.1105,0.1224,0.0670,0.1933,0.2097,0.2915,0.2543,0.2952,0.3350,0.0486,0.0041,0.1808,0.2728,0.0794,0.0767,0.2644,0.2114
s053,2,31,0.1529,0.1131,0.0960,0.1261,0.1058,0.0528,0.1609,0.1817,0.3197,0.3039,0.2701,0.2914,0.1272,0.1423,0.0438,0.0565,0.0802,0.0773,0.2197,0.2059
s053,2,32,0.2088,0.1957,0.0932,0.1359,0.1214,0.0889,0.2289,0.2461,0.4353,0.4361,0.2735,0.2487,0.0832,0.1165,0.0895,0.0945,0.0815,0.0849,0.2104,0.2017
s053,2,33,0.0999,0.1007,0.0818,0.1425,0.1126,0.0596,0.2173,0.2384,0.2889,0.2504,0.2137,0.2213,0.0581,0.1615,0.0718,0.0333,0.0833,0.0641,0.2104,0.2217
s053,2,34,0.1856,0.1556,0.0631,0.1001,0.0716,0.0225,0.1805,0.1949,0.3114,0.2871,0.1941,0.2393,0.0882,0.1146,0.0555,0.0489,0.0755,0.0596,0.1666,0.1660
s053,2,35,0.1648,0.1506,0.0464,0.0934,0.1275,0.1082,0.2788,0.2651,0.2826,0.2802,0.3128,0.3229,0.0194,0.0233,0.1412,0.1773,0.0865,0.1036,0.2823,0.2549
s053,2,36,0.1392,0.1233,0.0741,0.1146,0.0884,0.0166,0.1372,0.1696,0.2847,0.2565,0.2250,0.2809,0.1170,0.1118,0.0734,0.0747,0.0570,0.0464,0.1642,0.1898
s053,2,37,0.1843,0.1474,0.0789,0.1214,0.0963,0.0322,0.1454,0.1591,0.2771,0.2694,0.2762,0.3002,0.0689,0.0974,0.1022,0.0982,0.0775,0.0833,0.2156,0.2122
s053,2,38,0.1540,0.1321,0.1290,0.1546,0.1013,0.0528,0.3197,0.3458,0.3582,0.3242,0.1913,0.2324,0.1119,0.1024,0.1973,0.2938,0.2273,0.1640,0.3018,0.3011
s053,2,39,0.2004,0.1495,0.1097,0.1346,0.0694,0.0304,0.1834,0.1875,0.2855,0.3045,0.3057,0.2970,0.1014,0.1254,0.0939,0.0837,0.0560,0.0585,0.2528,0.2507
s053,2,40,0.1405,0.1081,0.0887,0.1333,0.0778,0.0240,0.1614,0.1922,0.3021,0.2858,0.2780,0.2550,0.0697,0.1231,0.0576,0.0663,0.0818,0.0725,0.2122,0.1945
s053,2,41,0.2120,0.1925,0.0662,0.0860,0.0884,0.0586,0.2060,0.2320,0.2952,0.2765,0.2757,0.2905,0.1080,0.1452,0.0837,0.0655,0.0691,0.0543,0.1914,0.1764
s053,2,42,0.1556,0.1063,0.0942,0.1456,0.0886,0.0082,0.1266,0.1701,0.2760,0.2475,0.2092,0.2406,0.1035,0.1330,0.0620,0.0610,0.0723,0.0520,0.1527,0.1817
s053,2,43,0.3929,0.4401,0.0808,0.0858,0.0987,0.0887,0.3313,0.3560,0.8366,0.8327,0.3221,0.3493,0.1152,0.1229,0.1106,0.1114,0.0694,0.0612,0.2234,0.2070
s053,2,44,0.2655,0.2173,0.0824,0.1161,0.1016,0.1000,0.2909,0.2688,0.3298,0.3243,0.3174,0.3213,0.1075,0.1168,0.0721,0.0959,0.0689,0.0672,0.2518,0.2731
s053,2,45,0.2468,0.2230,0.0934,0.1140,0.0778,0.0372,0.1796,0.2255,0.2873,0.2530,0.3782,0.4236,0.1032,0.1122,0.1027,0.1027,0.0768,0.0446,0.1809,0.2228
s053,2,46,0.1490,0.1224,0.1106,0.1370,0.0897,0.0475,0.2216,0.2163,0.2887,0.2908,0.2395,0.2479,0.0689,0.1375,0.0718,0.0597,0.0775,0.0443,0.1809,0.2001
s053,2,47,0.1622,0.1166,0.1111,0.1504,0.0831,0.0153,0.1364,0.1960,0.3193,0.2684,0.3461,0.3690,0.0687,0.1432,0.0866,0.0497,0.0660,0.0636,0.1849,0.2088
s053,2,48,0.1629,0.1331,0.0723,0.1241,0.0900,0.0776,0.6188,0.5931,0.7161,0.7341,0.3058,0.3137,0.1033,0.1249,0.0504,0.0531,0.0794,0.0614,0.1714,0.1996
s053,2,49,0.1329,0.1158,0.0745,0.1349,0.0773,-0.0132,0.1279,0.1627,0.2583,0.2525,0.2525,0.2987,0.0924,0.0742,0.0668,0.0972,0.0752,0.0588,0.1941,0.1946
s053,2,50,0.2173,0.1646,0.0607,0.0987,0.0752,0.0222,0.1739,0.1849,0.2815,0.2783,0.3289,0.3437,0.0386,0.1135,0.0974,0.0594,0.0762,0.0667,0.2507,0.2249
s053,3,1,0.1838,0.1347,0.0586,0.0853,0.0747,0.0533,0.2461,0.2743,0.4202,0.3773,0.1747,0.2169,0.0726,0.1075,0.1088,0.0882,0.0636,0.0717,0.2502,0.1631
s053,3,2,0.2022,0.1426,0.0530,0.0826,0.0953,0.0546,0.1601,0.2010,0.2762,0.2485,0.1886,0.1860,0.0341,0.0729,0.1128,0.1090,0.0767,0.0947,0.1898,0.1597
s053,3,3,0.1253,0.1131,0.0812,0.1058,0.0936,0.0544,0.1605,0.1957,0.2812,0.2546,0.1903,0.1927,0.0333,0.0680,0.0938,0.1021,0.0929,0.0725,0.1602,0.1600
s053,3,4,0.1376,0.1063,0.1061,0.1261,0.0936,0.0591,0.2256,0.2585,0.3480,0.3111,0.2728,0.3100,0.0220,0.0246,0.1090,0.1149,0.0910,0.0999,0.2333,0.2293
s053,3,5,0.1537,0.1041,0.0947,0.1140,0.0633,0.0301,0.1596,0.1783,0.2839,0.2884,0.1924,0.2011,0.0420,0.0724,0.0911,0.0840,0.0784,0.0833,0.2038,0.2151
s053,3,6,0.1392,0.0817,0.1219,0.1480,0.2078,0.2247,0.7197,0.6746,0.3693,0.3646,0.1990,0.2239,0.0455,0.0650,0.0700,0.0800,0.0947,0.0836,0.1912,0.1869
s053,3,7,0.3733,0.3501,0.1366,0.1385,0.1356,0.1662,0.5201,0.4884,0.3556,0.3245,0.2735,0.3168,0.1647,0.1515,0.0378,0.0776,0.0997,0.1081,0.3736,0.3483
