subject,sessionIndex,rep,UU.period.t,UU.t.i,UU.i.e,UU.e.five,UU.five.Shift.r,UU.Shift.r.o,UU.o.a,UU.a.n,UU.n.l,UU.l.Return
s052,4,16,0.5706,0.095,0.0657,0.2808,0.3012,0.2459,0.6681,0.1694,0.0345,0.3046
s052,4,17,0.5617,0.1026,0.1074,0.3705,0.3657,0.2481,0.3881,0.1001,0.0783,0.2866
s052,4,18,0.5773,0.0976,0.0869,0.2682,0.3087,0.2169,0.392,0.1064,0.0738,0.4412
s052,4,19,0.5351,0.0915,0.061,0.2846,0.3034,0.229,0.392,0.1122,0.0564,0.2533
s052,4,20,0.5571,0.0907,0.0734,0.2864,0.2836,0.2187,0.3409,0.105,0.0617,0.2761
s052,4,21,0.5868,0.0797,0.0937,0.269,0.2931,0.2155,0.3793,0.0858,0.0767,0.3309
s052,4,22,0.5759,0.0913,0.0921,0.2869,0.3261,0.1947,0.3899,0.0732,0.0728,0.3024
s052,4,23,0.6002,0.0931,0.0731,0.2809,0.2881,0.2156,0.3545,0.1095,0.0707,0.2647
s052,4,24,0.5287,0.0926,0.067,0.2729,0.2926,0.1749,0.3706,0.0652,0.5101,0.2869
s052,4,25,0.556,0.0929,0.0618,0.2627,0.2728,0.1889,0.358,0.1164,0.058,0.2744
s052,4,26,0.5438,0.0881,0.0784,0.2851,0.2707,0.219,0.3353,0.1136,0.0694,0.3124
s052,4,27,0.5417,0.1034,0.09,0.2452,0.2836,0.2016,0.3734,0.1072,0.0483,0.4087
s052,4,28,0.5287,0.0794,0.0657,0.2595,0.3039,0.2224,0.3609,0.4411,0.0802,0.2629
s052,4,29,0.5695,0.0913,0.0715,0.3146,0.2902,0.2528,0.367,0.1077,0.0762,0.2877
s052,4,30,0.5335,0.0844,0.0681,0.2532,0.2709,0.2195,0.3653,0.0623,0.0815,0.2866
s052,4,31,0.5989,0.08,0.0565,0.2698,0.2585,0.2219,0.3153,0.0943,0.0736,0.2766
s052,4,32,0.5309,0.1008,0.0689,0.2344,0.2526,0.2108,0.3156,0.0969,0.0847,0.2668
s052,4,33,0.4884,0.1024,0.0692,0.2479,0.2557,0.2124,0.325,0.0913,0.0752,0.3196
s052,4,34,0.564,0.0926,0.0713,0.2456,0.2694,0.2583,0.3192,0.1212,0.0585,0.2918
s052,4,35,0.5464,0.0781,0.0776,0.2534,0.2723,0.2233,0.3063,0.1163,0.0672,0.3291
s052,4,36,0.5322,0.0963,0.0449,0.2669,0.2787,0.2066,0.454,0.0832,0.0849,0.2774
s052,4,37,0.4868,0.1064,0.0478,0.2838,0.3762,0.2557,0.3753,0.0888,0.0781,0.5642
s052,4,38,0.4699,0.0953,0.0755,0.3632,0.3047,0.2216,0.3217,0.0781,0.0839,0.2771
s052,4,39,0.5123,0.0881,0.0586,0.2706,0.2831,0.2346,0.3472,0.09,0.0694,0.304
s052,4,40,0.5,0.0852,0.0749,0.2708,0.2865,0.2421,0.38,0.0449,0.0841,0.3504
s052,4,41,0.5865,0.0937,0.0612,0.2534,0.2694,0.2406,0.329,0.0987,0.0796,0.3884
s052,4,42,0.5329,0.0786,0.0776,0.2891,0.2873,0.3801,0.3636,0.1309,0.0593,0.3581
s052,4,43,0.5147,0.0968,0.0594,0.3051,0.3045,0.2467,0.3137,0.1064,0.0601,0.2901
s052,4,44,0.5482,0.0857,0.1061,0.2741,0.3277,0.2516,0.3738,0.089,0.0659,0.3301
s052,4,45,0.5419,0.0807,0.1156,0.2713,0.311,0.2572,0.3328,0.0998,0.0609,0.2782
s052,4,46,0.5445,0.0836,0.0776,0.2785,0.2792,0.2325,0.3517,0.0449,0.0957,0.3449
s052,4,47,0.5519,0.086,0.0826,0.2751,0.3026,0.2686,0.3794,0.1062,0.0646,0.3989
s052,4,48,0.5052,0.0855,0.0876,0.2917,0.2681,0.2183,0.3235,0.1001,0.0694,0.3148
s052,4,49,0.5044,0.0799,0.0678,0.2846,0.2794,0.2245,0.3366,0.0787,0.0949,0.2774
s052,4,50,0.5435,0.0915,0.0708,0.2782,0.2997,0.2187,0.3427,0.1278,0.0554,0.3415
s052,5,1,0.6915,0.0815,0.1137,0.2722,0.3245,0.2338,0.3448,0.1019,0.0464,0.3394
s052,5,2,0.6429,0.0839,0.0845,0.2593,0.3255,0.2351,0.3306,0.1241,0.0786,0.5017
s052,5,3,0.6347,0.0916,0.0723,0.264,0.2673,0.1939,0.3701,0.104,0.0815,0.4153
s052,5,4,0.6476,0.0977,0.0799,0.2603,0.2847,0.2055,0.2847,0.1259,0.0744,0.3491
s052,5,5,0.6084,0.1042,0.0971,0.272,0.2839,0.2163,0.3118,0.1407,0.0825,0.3356
s052,5,6,0.648,0.1047,0.085,0.2654,0.3079,0.2527,0.3511,0.1159,0.0556,0.318
s052,5,7,0.6244,0.0847,0.0903,0.2785,0.3849,0.2588,0.3171,0.1439,0.0633,0.3272
s052,5,8,0.6329,0.091,0.0911,0.8407,0.651,0.3203,0.2765,0.1447,0.0844,0.301
s052,5,9,0.6274,0.1076,0.1016,0.2661,0.2997,0.2424,0.3252,0.1428,0.0591,0.3243
s052,5,10,0.6735,0.095,0.1026,0.287,0.2897,0.2507,0.2828,0.1509,0.0717,0.3454
s052,5,11,0.6134,0.1013,0.081,0.2917,0.3293,0.257,0.2928,0.1613,0.057,0.2826
s052,5,12,0.6326,0.0997,0.0791,0.283,0.3342,0.2356,0.3187,0.1104,0.0736,0.3538
s052,5,13,0.5865,0.0863,0.0913,0.2564,0.2642,0.2393,0.3068,0.1123,0.0897,0.4208
s052,5,14,0.5704,0.1034,0.0932,0.2819,0.3104,0.2529,0.3582,0.1391,0.0752,0.3728
s052,5,15,0.5551,0.1092,0.0694,0.2836,0.2826,0.2543,0.3398,0.1394,0.0862,0.3583
s052,5,16,0.5968,0.1043,0.062,0.2742,0.2938,0.2074,0.3419,0.116,0.0794,0.4575
s052,5,17,0.5788,0.0828,0.0821,0.2561,0.2761,0.2639,0.3535,0.1111,0.0725,0.4728
s052,5,18,0.5638,0.1024,0.0683,0.2593,0.299,0.2124,0.3367,0.1319,0.0609,0.3701
s052,5,19,0.5637,0.0927,0.0728,0.2946,0.2652,0.2308,0.3242,0.1265,0.0688,0.4277
s052,5,20,0.5514,0.0921,0.0665,0.2624,0.3285,0.2308,0.3754,0.0634,0.0918,0.376
s052,5,21,0.5611,0.1137,0.0739,0.2801,0.2971,0.2641,0.2913,0.1415,0.0865,0.3866
s052,5,22,0.7576,0.1013,0.1024,0.2624,0.3084,0.229,0.2525,0.1721,0.077,0.3232
s052,5,23,0.5672,0.0852,0.1016,0.2531,0.2978,0.2438,0.2863,0.1282,0.0741,0.3465
s052,5,24,0.5735,0.0842,0.0876,0.2824,0.3058,0.2422,0.3105,0.1611,0.0609,0.3047
s052,5,25,0.582,0.0824,0.1064,0.2643,0.3027,0.2425,0.2918,0.1863,0.0672,0.3596
s052,5,26,0.5429,0.1018,0.1032,0.385,0.3414,0.3052,0.2037,0.2011,0.0562,0.3032
s052,5,27,0.7748,0.0955,0.0842,0.2603,0.2939,0.2248,0.2714,0.1418,0.073,0.2742
s052,5,28,0.5638,0.0966,0.0903,0.2711,0.3037,0.1949,0.325,0.0912,0.0889,0.2979
s052,5,29,0.5611,0.0981,0.0695,0.2572,0.3047,0.2544,0.3214,0.1033,0.0657,0.2877
s052,5,30,0.557,0.0752,0.1098,0.2732,0.3081,0.2348,0.3179,0.1238,0.0654,0.3016
s052,5,31,0.5126,0.1006,0.0718,0.2722,0.301,0.2369,0.3042,0.122,0.0746,0.3475
s052,5,32,0.7785,0.0981,0.0831,0.279,0.3002,0.2088,0.3036,0.1338,0.0601,0.2876
s052,5,33,0.5875,0.1055,0.0895,0.2777,0.2996,0.2482,0.2525,0.1794,0.0562,0.2892
s052,5,34,0.6126,0.0731,0.1,0.2611,0.3029,0.2438,0.2515,0.1676,0.0707,0.3037
s052,5,35,0.5717,0.0894,0.0884,0.2669,0.2908,0.2327,0.2604,0.1816,0.0604,0.2947
s052,5,36,0.5867,0.0868,0.1029,0.2735,0.3156,0.2121,0.2905,0.1438,0.0335,0.3546
s052,5,37,0.7387,0.0818,0.1067,0.3022,0.7319,0.401,0.6741,0.162,0.0578,0.3035
s052,5,38,0.5854,0.1058,0.0752,0.3131,0.3284,0.2596,0.2881,0.1552,0.0699,0.3075
s052,5,39,0.5709,0.1066,0.0916,0.2846,0.32,0.2548,0.2596,0.1926,0.058,0.3177
s052,5,40,0.5741,0.0987,0.0565,0.2867,0.3105,0.2607,0.2527,0.1628,0.0818,0.2913
s052,5,41,0.6157,0.0881,0.0979,0.4647,0.4664,0.2744,0.2399,0.2393,0.0456,0.3282
s052,5,42,0.5756,0.0852,0.0683,0.3091,0.3166,0.2776,0.2067,0.1964,0.0818,0.2881
s052,5,43,0.5356,0.0931,0.09,0.3584,0.3527,0.2779,0.3321,0.1225,0.0564,0.3562
s052,5,44,0.5519,0.0871,0.0538,1.109,0.4371,0.2632,0.2219,0.1807,0.0736,0.3103
s052,5,45,0.5619,0.0915,0.0441,0.7534,0.3604,0.2728,0.3272,0.0998,0.0768,0.9198
s052,5,46,0.5805,0.0778,0.0641,1.1864,0.6497,0.3361,0.3565,0.0852,0.0696,0.3667
s052,5,47,0.5675,0.0923,0.0615,0.3328,0.3356,0.2667,0.372,0.0718,0.0783,0.3145
s052,5,48,0.587,0.1042,0.0681,0.3012,0.3279,0.2556,0.2715,0.1122,0.0612,0.3348
s052,5,49,0.5775,0.0916,0.0762,0.279,0.3197,0.2662,0.3285,0.1746,0.0599,0.381
s052,5,50,0.537,0.095,0.0919,0.2777,0.3683,0.2707,0.306,0.0834,0.0599,0.2873
s052,6,1,0.62,0.0952,0.0889,0.3109,0.3453,0.2369,0.3215,0.1169,0.0868,0.4111
s052,6,2,0.6748,0.1006,0.0615,0.2891,0.3021,0.214,0.387,0.066,0.058,0.3095
s052,6,3,0.626,0.0929,0.0905,0.2619,0.282,0.2232,0.3417,0.0823,0.073,0.3156
s052,6,4,0.6126,0.1045,0.0903,0.3041,0.2746,0.2387,0.249,0.165,0.0686,0.3651
s052,6,5,0.5754,0.0898,0.0749,0.231,0.2433,0.3115,0.7467,0.1546,0.0841,0.3001
s052,6,6,0.5725,0.0972,0.0884,0.2609,0.2751,0.2448,0.2681,0.1093,0.0978,0.3491
s052,6,7,0.6166,0.0942,0.0736,0.2458,0.2681,0.2229,0.5096,0.0747,0.0786,0.3697
s052,6,8,0.6118,0.0981,0.0969,0.2437,0.281,0.2314,0.2419,0.1391,0.1005,0.3146
s052,6,9,0.5487,0.0918,0.0799,0.2585,0.2904,0.2367,0.2519,0.1528,0.0804,0.3723
s052,6,10,0.5889,0.0953,0.0849,0.2497,0.3284,0.2715,0.2607,0.1877,0.0762,0.3264
s052,6,11,0.5743,0.1037,0.0921,0.269,0.2965,0.2772,0.3,0.1392,0.0678,0.3921
s052,6,12,0.5544,0.1029,0.1053,0.2506,0.2793,0.2383,0.2904,0.1178,0.0759,0.3272
s052,6,13,0.6563,0.0971,0.0757,0.2421,0.2824,0.2214,0.3147,0.1196,0.0957,0.3039
s052,6,14,0.5939,0.0887,0.0773,0.2617,0.2688,0.2168,0.482,0.0649,0.0781,0.347
s052,6,15,0.5762,0.1111,0.0844,0.2719,0.2775,0.258,0.2894,0.1716,0.0527,0.3538
s052,6,16,0.5771,0.0895,0.0934,0.2144,0.2781,0.2726,0.2422,0.1779,0.0802,0.3285
s052,6,17,0.5284,0.0855,0.0544,0.2279,0.2235,0.1971,0.3997,0.0059,0.0754,0.3491
s052,6,18,0.5836,0.0868,0.0588,0.2163,0.2523,0.2279,0.3332,0.09,0.0665,0.2795
s052,6,19,0.5627,0.0837,0.066,0.2284,0.367,0.4017,0.3937,0.0291,0.0675,0.3032
s052,6,20,0.5151,0.0918,0.0483,0.269,0.6091,0.5483,0.4442,-0.0042,0.0546,0.3069
s052,6,21,0.5447,0.0987,0.1045,0.2347,0.2947,0.2569,0.2752,0.0652,0.0791,0.3283
s052,6,22,0.5284,0.0902,0.0501,0.2369,0.2938,0.2722,0.3298,0.0687,0.0543,0.3786
s052,6,23,0.5214,0.0886,0.0517,0.2907,0.287,0.2778,0.3509,0.0378,0.0981,0.3483
s052,6,24,0.5048,0.0834,0.0512,0.2587,0.2883,0.2683,0.3599,0.0072,0.0504,0.4103
s052,6,25,0.5665,0.1003,0.0367,0.2759,0.3414,0.2496,0.32,0.0863,0.0752,0.395
s052,6,26,0.5427,0.0963,0.0707,0.2682,0.2728,0.2732,0.2804,0.1048,0.0596,0.3369
s052,6,27,0.5377,0.0918,0.0718,0.2932,0.286,0.2353,0.3143,0.0692,0.0622,0.3132
s052,6,28,0.5414,0.0815,0.0631,0.2416,0.2667,0.2293,0.4092,0.0502,0.0638,0.3272
s052,6,29,0.4908,0.0992,0.0634,0.2598,0.2422,0.2342,0.3182,0.0808,0.0828,0.3103
s052,6,30,0.5433,0.0952,0.0715,0.2268,0.295,0.2667,0.535,0.046,0.0665,0.3243
s052,6,31,0.5121,0.1019,0.0612,0.2152,1.5564,0.6694,0.3913,0.0185,0.068,0.3235
s052,6,32,0.55,0.0969,0.0528,0.6567,0.2884,0.2704,0.4976,0.0267,0.4805,0.3056
s052,6,33,0.5445,0.1021,0.071,0.2073,0.3316,0.2514,0.4208,0.0474,0.0847,0.3612
s052,6,34,0.5221,0.1034,0.0612,0.8814,0.3361,0.2578,0.2892,0.1146,0.0651,0.3583
s052,6,35,0.5263,0.1214,0.0596,0.2434,0.2625,0.2179,0.792,0.0533,0.0786,0.3222
s052,6,36,0.5681,0.1019,0.0528,0.3307,0.3026,0.2884,0.3608,0.1083,0.0749,0.3098
s052,6,37,0.6141,0.115,0.037,0.4425,0.31,0.2804,0.3248,0.0945,0.0657,0.3567
s052,6,38,0.534,0.1,0.0683,0.2569,0.3129,0.262,0.3443,0.065,0.0905,0.2903
s052,6,39,0.5039,0.0897,0.0836,0.2602,0.2836,0.2801,0.3876,0.0418,0.0744,0.3272
s052,6,40,0.554,0.1082,0.061,0.2556,0.2903,0.2704,0.3288,0.0871,0.0723,0.323
s052,6,41,0.5322,0.0979,0.0652,0.6556,1.1895,0.3028,0.3131,0.0312,0.0757,0.3396
s052,6,42,0.5947,0.0926,0.0797,0.2471,0.3077,0.2559,0.3398,0.0565,0.0691,0.3158
s052,6,43,0.4815,0.1074,0.0594,0.2345,0.2963,0.2754,0.3809,0.0668,0.0522,0.325
s052,6,44,0.4958,0.1109,0.1026,0.2447,0.2665,0.2715,0.2987,0.0579,0.0791,0.3386
s052,6,45,0.5369,0.1008,0.0602,0.2677,0.287,0.2477,0.3661,0.0336,0.0657,0.332
s052,6,46,0.5049,0.0866,0.0478,0.2592,0.2597,0.2487,0.341,0.0299,0.073,0.2852
s052,6,47,0.5174,0.0879,0.0327,0.2306,0.2775,0.2665,0.433,-0.0013,0.092,0.3636
s052,6,48,0.544,0.1035,0.0726,0.2218,0.2865,0.2181,0.3688,0.0328,0.0546,0.3449
s052,6,49,0.5436,0.0881,0.0657,0.2247,0.2697,0.2513,0.3953,-0.0098,0.062,0.3575
s052,6,50,0.5169,0.096,0.0856,0.2564,0.2504,0.2757,0.453,-0.0229,0.0467,0.4775
s052,7,1,0.6851,0.0786,0.076,0.2733,0.3413,0.2557,0.2122,0.3007,0.0607,0.3659
s052,7,2,0.6712,0.09,0.1016,0.3207,0.2886,0.252,0.2393,0.1813,0.0862,0.386
s052,7,3,0.5588,0.0837,0.0567,0.279,0.2712,0.252,0.2153,0.1908,0.0662,0.3314
s052,7,4,0.6276,0.0915,0.0971,0.2825,0.271,0.2463,0.2921,0.15,0.0754,0.3378
s052,7,5,0.62,0.0913,0.0803,0.2447,0.3168,0.2472,0.2501,0.2092,0.0757,0.3262
s052,7,6,0.6469,0.1016,0.0557,0.327,0.2955,0.2443,0.2486,0.2438,0.0422,0.3878
s052,7,7,0.5852,0.1093,0.0346,0.263,0.2725,0.2599,0.2169,0.1847,0.0876,0.3349
s052,7,8,0.567,0.0924,0.0475,0.2598,0.3048,0.2304,0.344,0.1164,0.0702,0.8111
s052,7,9,0.5987,0.1068,0.052,0.2672,0.2766,0.2364,0.2417,0.195,0.077,0.298
s052,7,10,0.6129,0.1161,0.0359,0.2492,0.2982,0.2543,0.2066,0.2316,0.0583,0.3177
s052,7,11,0.6071,0.0981,0.0741,0.265,0.3005,0.2487,0.2707,0.1567,0.0905,0.363
s052,7,12,0.6044,0.1,0.0354,0.2342,0.2917,0.2585,0.3804,0.2082,0.0614,0.4313
s052,7,13,0.5849,0.1018,0.0744,0.2611,0.2866,0.2533,0.2412,0.2059,0.0802,0.3984
s052,7,14,0.6012,0.1059,0.0678,0.2484,0.2988,0.277,0.2409,0.1995,0.067,0.4203
s052,7,15,0.6411,0.0768,0.062,0.278,0.2921,0.2946,0.2541,0.1974,0.0754,0.3154
s052,7,16,0.5865,0.0942,0.0546,0.2801,0.2799,0.2825,0.2335,0.2174,0.0704,0.3504
s052,7,17,0.6026,0.1048,0.0354,0.2724,0.2672,0.2501,0.2602,0.1852,0.0818,0.2982
s052,7,18,0.6005,0.1198,0.0343,0.2635,0.2776,0.3073,0.2232,0.2513,0.063,0.3393
s052,7,19,0.5878,0.1019,0.0338,0.2519,0.29,0.2695,0.2841,0.1386,0.0891,0.3871
s052,7,20,0.5699,0.1069,0.0604,0.23,0.2977,0.2778,0.2675,0.237,0.0897,0.3301
s052,7,21,0.5843,0.0969,0.0733,0.2492,0.2834,0.2665,0.2238,0.2404,0.0646,0.3401
s052,7,22,0.6337,0.1053,0.0472,0.2469,0.2859,0.2849,0.2068,0.2079,0.0757,0.4519
s052,7,23,0.6277,0.1158,0.0222,0.249,0.3137,0.2384,0.228,0.2228,0.0501,0.3804
s052,7,24,0.62,0.0924,0.0623,0.2838,0.276,0.2371,0.2333,0.2037,0.0709,0.3414
s052,7,25,0.64,0.1011,0.0235,0.2667,0.2693,0.2548,0.2106,0.2422,0.0902,0.3489
s052,7,26,0.6062,0.1019,0.0604,0.2537,0.2747,0.2683,0.2641,0.1842,0.0857,0.4142
s052,7,27,0.5831,0.1031,0.0662,0.2458,0.3068,0.2578,0.2396,0.2087,0.0646,0.3684
s052,7,28,0.6013,0.1064,0.0654,0.2724,0.2869,0.2784,0.2543,0.2415,0.0483,0.3135
s052,7,29,0.6071,0.1135,0.0525,0.245,0.3042,0.2754,0.1504,0.2865,0.0889,0.3306
s052,7,30,0.5881,0.1069,0.0644,0.2418,0.2977,0.267,0.1947,0.2177,0.4098,0.3285
s052,7,31,0.6029,0.0998,0.0528,0.2766,0.2799,0.2868,0.1784,0.2589,0.0559,0.4678
s052,7,32,0.5595,0.1116,0.0557,0.2458,0.2865,0.2638,0.2108,0.2309,0.0889,0.5013
s052,7,33,0.5709,0.1222,0.0322,0.2545,0.2947,0.2353,0.2333,0.2153,0.0659,0.3668
s052,7,34,0.5801,0.0971,0.0607,0.2885,0.2849,0.2643,0.2087,0.2641,0.0767,0.4923
s052,7,35,0.5799,0.1122,0.0317,0.2822,0.2672,0.2606,0.165,0.2697,0.0794,0.4166
s052,7,36,0.5533,0.109,0.0533,0.2766,0.3,0.2738,0.1568,0.2457,0.0578,0.352
s052,7,37,0.561,0.096,0.0596,0.2576,0.2752,0.2631,0.1964,0.2293,0.0725,0.2932
s052,7,38,0.6042,0.1006,0.0346,0.4879,0.3883,0.3034,0.2578,0.2125,0.0736,0.3193
s052,7,39,0.5329,0.096,0.033,0.2835,0.3453,0.2554,0.329,0.0634,0.0633,0.2876
s052,7,40,0.5301,0.095,0.019,0.413,0.4147,0.2553,0.3268,0.0913,0.057,0.26
s052,7,41,0.5432,0.1179,0.0217,0.2917,0.337,0.2793,0.3042,0.1549,0.0749,0.3591
s052,7,42,0.6175,0.1151,0.0702,0.2658,0.2947,0.2897,0.2391,0.2201,0.0746,0.333
s052,7,43,0.5783,0.1064,0.0396,0.249,0.2562,0.2838,0.329,0.1203,0.0433,0.2887
s052,7,44,0.5467,0.0744,0.0549,0.2502,0.2754,0.2661,0.2451,0.162,0.0662,0.2845
s052,7,45,0.5432,0.101,0.0544,0.2564,0.2625,0.2383,0.16,0.2436,0.0625,0.3064
s052,7,46,0.5488,0.1018,0.0443,0.2772,0.2873,0.2147,0.2314,0.2248,0.0538,0.3093
s052,7,47,0.5865,0.1019,0.0493,0.2806,0.2523,0.2474,0.2382,0.193,0.0359,0.2852
s052,7,48,0.5174,0.1116,0.0617,0.2717,0.2607,0.2572,0.2146,0.1826,0.0694,0.3146
s052,7,49,0.578,0.1053,0.0728,0.4246,0.6459,0.2762,0.2093,0.2365,0.0509,0.3116
s052,7,50,0.5438,0.0815,0.0755,0.2463,0.2604,0.2269,0.2016,0.1678,0.0319,0.3808
s052,8,1,0.5918,0.0728,0.0692,0.2584,0.26,0.1921,0.2427,0.1383,0.0593,0.2718
s052,8,2,0.6128,0.0824,0.0636,0.2313,0.248,0.1894,0.2308,0.1286,0.0667,0.2602
s052,8,3,0.5691,0.0826,0.0704,0.2339,0.249,0.2106,0.3712,0.0431,0.0636,0.2526
s052,8,4,0.5451,0.0844,0.0956,0.2418,0.2483,0.2024,0.1922,0.1447,0.0617,0.2489
s052,8,5,0.557,0.0797,0.0435,0.2247,0.2459,0.2245,0.1407,0.1655,0.0691,0.251
s052,8,6,0.5537,0.0895,0.0457,0.2179,0.2431,0.1965,0.1755,0.1845,0.0622,0.2425
s052,8,7,0.5343,0.0905,0.0597,0.2213,0.5447,0.5337,0.4666,0.0905,0.0417,0.2391
s052,8,8,0.5646,0.0844,0.067,0.25,0.2499,0.1949,0.3153,0.116,0.0459,0.2631
s052,8,9,0.5238,0.0805,0.0459,0.2266,0.2291,0.1738,0.2833,0.0832,0.0633,0.2729
s052,8,10,0.4944,0.0903,0.0312,0.2147,0.2422,0.2018,0.3203,0.065,0.0525,0.2776
s052,8,11,0.5224,0.086,0.0393,0.2221,0.2386,0.1887,0.3941,0.1394,0.0443,0.3153
s052,8,12,0.5401,0.09,0.0309,0.2347,0.2356,0.2061,0.3456,0.0288,0.0765,0.2948
s052,8,13,0.5388,0.086,0.0546,0.2231,0.2364,0.2061,0.3924,0.0275,0.0672,0.3022
s052,8,14,0.5422,0.0824,0.0433,0.2255,0.2815,0.2227,0.3913,0.061,0.0604,0.3435
s052,8,15,0.5146,0.0911,0.0433,0.2157,0.2629,0.201,0.3532,0.0676,0.0781,0.3019
s052,8,16,0.485,0.0913,0.0195,0.2081,0.2683,0.2376,0.3804,0.0652,0.0559,0.2589
s052,8,17,0.5268,0.0926,0.0193,0.2191,0.3245,0.215,0.3707,0.0504,0.0754,0.2802
s052,8,18,0.5047,0.1021,0.0306,0.2392,0.3041,0.2111,0.3681,0.0452,0.0694,0.2992
s052,8,19,0.5001,0.096,0.0108,0.2155,0.3385,0.205,0.3809,0.0681,0.0564,0.2734
s052,8,20,0.5472,0.0942,0.0486,0.2187,0.2823,0.2206,0.4015,0.0441,0.0604,0.2827
s052,8,21,0.5046,0.0953,0.0127,0.2044,0.3556,0.2127,0.3789,0.0415,0.052,0.2723
s052,8,22,0.5018,0.0874,0.0343,0.2157,0.2469,0.2277,0.2238,0.0484,0.077,0.2441
s052,8,23,0.448,0.0892,0.0203,0.1967,0.2712,0.1712,0.3446,0.0402,0.0654,0.289
s052,8,24,0.4755,0.1021,0.0275,0.2205,0.2557,0.1992,0.3316,0.0473,0.0999,0.2771
s052,8,25,0.5314,0.104,0.0225,0.2268,0.2818,0.2031,0.3519,0.0602,0.0567,0.2589
s052,8,26,0.5055,0.0916,0.0166,0.2258,0.2823,0.209,0.2934,0.1343,0.0514,0.2681
s052,8,27,0.5003,0.0839,0.0522,0.21,0.2881,0.5202,0.1811,0.1745,0.0628,0.2441
s052,8,28,0.4431,0.1185,0.0217,0.2295,0.2897,0.2456,0.3538,0.0483,0.0675,0.2673
s052,8,29,0.5122,0.0974,0.0243,0.2158,0.2854,0.2174,0.3362,0.0431,0.0659,0.2671
s052,8,30,0.5171,0.0844,0.0472,0.2484,0.2934,0.22,0.3557,0.0125,0.0625,0.2591
s052,8,31,0.5527,0.0805,0.0385,0.2505,0.2855,0.2268,0.209,0.1268,0.0583,0.2794
s052,8,32,0.5171,0.0866,0.0327,0.2559,0.2644,0.2117,0.3245,0.0582,0.0701,0.2719
s052,8,33,0.5124,0.0974,0.043,0.2373,0.2963,0.2408,0.1534,0.2109,0.0575,0.2666
s052,8,34,0.515,0.0897,0.029,0.2692,0.3234,0.2372,0.4665,0.1043,0.0451,0.296
s052,8,35,0.4884,0.0942,0.0246,0.2218,0.2665,0.213,0.2976,0.1017,0.0549,0.2602
s052,8,36,0.5037,0.0821,0.0565,0.2476,0.2797,0.2519,0.2965,0.0964,0.0533,0.3095
s052,8,37,0.5305,0.0926,0.0338,0.2413,0.243,0.2092,0.279,0.0502,0.0625,0.3475
s052,8,38,0.4713,0.0992,0.0528,0.2163,0.2763,0.1852,0.4135,0.0475,0.0435,0.2784
s052,8,39,0.5264,0.0905,0.0409,0.2358,0.2691,0.2239,0.3362,0.0491,0.063,0.3137
s052,8,40,0.4577,0.0914,0.0428,0.2205,0.2675,0.2185,0.3273,0.0489,0.0651,0.2897
s052,8,41,0.486,0.1061,0.0195,0.2233,0.2253,0.1535,0.4711,0.0837,0.0825,0.3027
s052,8,42,0.5728,0.0874,0.0401,0.2036,0.2417,0.1969,0.1428,0.143,0.0757,0.2787
s052,8,43,0.5374,0.084,0.0346,0.2137,0.2485,0.1915,0.1626,0.1012,0.0604,0.2956
s052,8,44,0.5166,0.1011,0.0164,0.21,0.2506,0.201,0.1489,0.0871,0.0767,0.2902
s052,8,45,0.5076,0.0932,0.0306,0.1978,0.2269,0.2105,0.1621,0.0713,0.0717,0.2621
s052,8,46,0.5137,0.085,0.0341,0.2107,0.2369,0.2013,0.2074,0.0547,0.0876,0.2753
s052,8,47,0.506,0.115,0.1494,0.2405,0.4226,0.2467,0.2087,0.1069,0.6803,0.3074
s052,8,48,0.5043,0.0976,0.0304,0.2263,0.2699,0.2271,0.1861,0.2306,0.0633,0.2739
s052,8,49,0.5379,0.0995,0.0333,0.2025,0.2728,0.2026,0.2987,0.0713,0.0675,0.3037
s052,8,50,0.5028,0.0982,0.0341,0.232,0.2796,0.2169,0.3314,0.0336,0.0936,0.3283
s053,1,1,0.2339,0.1209,0.0762,0.8318,0.5201,0.5452,0.2075,0.0961,0.1369,0.4118
s053,1,2,0.2191,0.0995,0.0602,0.2753,0.5035,0.2733,0.1072,0.0871,0.0857,0.2488
s053,1,3,0.1556,0.0903,0.0776,0.3128,0.4793,0.2261,0.1338,0.0816,0.0957,0.2574
s053,1,4,0.1392,0.078,0.0565,0.3109,0.4419,0.1641,0.141,0.0663,0.1039,0.2338
s053,1,5,0.1854,0.1082,0.0493,0.3252,0.4967,0.3226,0.1009,0.0848,0.105,0.477
s053,1,6,0.1485,0.091,0.0412,0.2279,0.381,0.2401,0.1631,0.0373,0.1026,0.232
s053,1,7,0.395,0.1367,0.0515,0.7845,0.3271,0.2511,0.1278,0.1069,0.1015,0.2993
s053,1,8,0.5329,0.1177,0.0644,0.2189,0.4851,0.2694,0.363,0.0349,0.1897,0.3242
s053,1,9,0.3046,0.1312,0.0507,0.2171,0.3823,0.245,0.1468,0.0502,0.1057,0.3162
s053,1,10,0.1907,0.1117,0.0686,0.2817,0.4471,0.2857,0.2029,0.0898,0.1002,0.3109
s053,1,11,0.1616,0.1084,0.052,0.2492,0.3958,0.2081,0.122,0.0784,0.0868,0.267
s053,1,12,0.1629,0.0882,0.1119,0.2295,0.4026,0.225,0.1457,0.0779,0.0783,0.2402
s053,1,13,0.1843,0.1165,0.0673,1.0528,0.641,0.2586,0.1534,0.066,0.0815,0.3504
