subject,sessionIndex,rep,H.period,DD.period.t,UD.period.t,H.t,DD.t.i,UD.t.i,H.i,DD.i.e,UD.i.e,H.e,DD.e.five,UD.e.five,H.five,DD.five.Shift.r,UD.five.Shift.r,H.Shift.r,DD.Shift.r.o,UD.Shift.r.o,H.o,DD.o.a,UD.o.a,H.a,DD.a.n,UD.a.n,H.n,DD.n.l,UD.n.l,H.l,DD.l.Return,UD.l.Return,H.Return
s047,6,6,0.0918,0.2175,0.1257,0.0586,0.5897,0.5311,0.0512,0.162,0.1108,0.0581,0.5143,0.4562,0.0707,0.4176,0.3469,0.0747,0.1446,0.0699,0.0586,0.1457,0.0871,0.0992,0.1135,0.0143,0.0799,0.1651,0.0852,0.0918,0.2328,0.141,0.082
s047,6,7,0.077,0.1574,0.0804,0.0675,0.2614,0.1939,0.0449,0.1623,0.1174,0.0615,0.5697,0.5082,0.0857,0.4244,0.3387,0.075,0.1249,0.0499,0.061,0.1534,0.0924,0.076,0.1009,0.0249,0.0778,0.1337,0.0559,0.1155,0.2549,0.1394,0.0773
s047,6,8,0.0549,0.1368,0.0819,0.0683,0.2034,0.1351,0.0549,0.1478,0.0929,0.0612,0.5129,0.4517,0.0712,0.925,0.8538,0.1445,0.5491,0.4046,0.066,0.1059,0.0399,0.0878,0.153,0.0652,0.0762,0.1793,0.1031,0.0849,0.2188,0.1339,0.0857
s047,6,9,0.0723,0.1751,0.1028,0.0631,0.2082,0.1451,0.1134,0.2005,0.0871,0.0567,0.6105,0.5538,0.0968,0.5249,0.4281,0.0918,0.2042,0.1124,0.0438,0.1639,0.1201,0.0926,0.1789,0.0863,0.0631,0.2701,0.207,0.0762,0.2188,0.1426,0.0741
s047,6,10,0.091,0.1537,0.0627,0.0586,0.2274,0.1688,0.0581,0.1425,0.0844,0.0607,0.518,0.4573,0.0699,0.368,0.2981,0.0921,0.1356,0.0435,0.0842,0.1597,0.0755,0.0715,0.0919,0.0204,0.0723,0.1203,0.048,0.1053,0.2447,0.1394,0.0813
s047,7,1,0.0662,0.1292,0.063,0.0921,0.4476,0.3555,0.0733,0.1076,0.0343,0.0623,0.9599,0.8976,0.0931,0.4861,0.393,0.0807,0.1889,0.1082,0.0915,0.1261,0.0346,0.0797,0.1333,0.0536,0.1166,0.3009,0.1843,0.1277,0.2898,0.1621,0.0813
s047,7,2,0.0834,0.1495,0.0661,0.0849,0.2189,0.134,0.0865,0.1377,0.0512,0.0549,1.0733,1.0184,0.0704,0.5491,0.4787,0.0742,0.1945,0.1203,0.0723,0.1162,0.0439,0.0852,0.1388,0.0536,0.1179,0.2706,0.1527,0.0968,0.2734,0.1766,0.1084
s047,7,3,0.067,0.1706,0.1036,0.0865,0.2263,0.1398,0.0873,0.133,0.0457,0.0541,0.7405,0.6864,0.066,0.4704,0.4044,0.0837,0.1758,0.0921,0.0966,0.145,0.0484,0.062,0.0826,0.0206,0.1382,0.5438,0.4056,0.1034,0.2449,0.1415,0.0567
s047,7,4,0.018,0.1477,0.1297,0.0971,0.6003,0.5032,0.0625,0.1184,0.0559,0.0728,0.6324,0.5596,0.0789,0.4115,0.3326,0.085,0.1673,0.0823,0.0752,0.1075,0.0323,0.0818,0.1259,0.0441,0.1163,0.1785,0.0622,0.1366,0.2829,0.1463,0.0921
s047,7,5,0.0942,0.1846,0.0904,0.0857,0.2099,0.1242,0.0607,0.1385,0.0778,0.0586,0.6596,0.601,0.0633,0.3923,0.329,0.0762,0.1614,0.0852,0.0747,0.1109,0.0362,0.0691,0.0834,0.0143,0.1097,0.134,0.0243,0.1121,0.2294,0.1173,0.0984
s047,7,6,0.1047,0.1758,0.0711,0.0844,0.2566,0.1722,0.0979,0.1937,0.0958,0.0631,0.874,0.8109,0.0852,0.3941,0.3089,0.0884,0.1552,0.0668,0.0907,0.1198,0.0291,0.0865,0.1063,0.0198,0.1095,0.1586,0.0491,0.1008,0.2165,0.1157,0.1042
s047,7,7,0.0681,0.1408,0.0727,0.0704,0.1844,0.114,0.09,0.1446,0.0546,0.0528,0.6076,0.5548,0.0697,0.3646,0.2949,0.0839,0.1348,0.0509,0.0897,0.1259,0.0362,0.067,0.1259,0.0589,0.0665,0.0871,0.0206,0.0913,0.2183,0.127,0.0947
s047,7,8,0.0955,0.14,0.0445,0.0786,0.3107,0.2321,0.086,0.1593,0.0733,0.0644,0.509,0.4446,0.0813,0.364,0.2827,0.0839,0.1509,0.067,0.086,0.1032,0.0172,0.0697,0.1273,0.0576,0.0433,0.0568,0.0135,0.0765,0.1811,0.1046,0.0973
s047,7,9,0.0834,0.307,0.2236,0.1118,0.3104,0.1986,0.105,0.1778,0.0728,0.0905,0.7432,0.6527,0.1037,0.3815,0.2778,0.0869,0.1521,0.0652,0.1414,0.1605,0.0191,0.0686,0.0665,-0.0021,0.1443,0.5907,0.4464,0.091,0.1922,0.1012,0.0757
s047,7,10,0.0963,0.1566,0.0603,0.0786,0.1746,0.096,0.0979,0.1486,0.0507,0.0694,0.5649,0.4955,0.0752,0.3361,0.2609,0.0958,0.1773,0.0815,0.1111,0.1705,0.0594,0.09,0.5046,0.4146,0.0839,0.1883,0.1044,0.1108,0.2349,0.1241,0.114
s047,8,1,0.0697,0.8199,0.7502,0.0757,0.225,0.1493,0.0283,0.0721,0.0438,0.0805,1.029,0.9485,0.0718,0.4894,0.4176,0.0766,0.1908,0.1142,0.0525,0.0998,0.0473,0.0813,0.1101,0.0288,0.1147,0.1872,0.0725,0.0918,0.3533,0.2615,0.101
s047,8,2,0.0678,0.2141,0.1463,0.0575,0.6063,0.5488,0.0464,0.144,0.0976,0.0557,0.7627,0.707,0.0475,0.5589,0.5114,0.076,0.4779,0.4019,0.0562,0.1475,0.0913,0.0309,0.0845,0.0536,0.1,0.1417,0.0417,0.1045,0.226,0.1215,0.1
s047,8,3,0.0826,0.1677,0.0851,0.077,0.3906,0.3136,0.0757,0.1237,0.048,0.0551,0.8072,0.7521,0.0778,0.8664,0.7886,0.0699,0.2226,0.1527,0.0863,0.1199,0.0336,0.0842,0.104,0.0198,0.1325,0.1253,-0.0072,0.1275,0.2643,0.1368,0.0947
s047,8,4,0.0691,0.1597,0.0906,0.0929,0.1768,0.0839,0.0683,0.1395,0.0712,0.0528,0.8858,0.833,0.0686,0.4026,0.334,0.0866,0.1903,0.1037,0.0612,0.098,0.0368,0.0697,0.0948,0.0251,0.0958,0.1538,0.058,0.0876,0.2407,0.1531,0.0847
s047,8,5,0.1026,0.1706,0.068,0.0836,0.1596,0.076,0.0631,0.1296,0.0665,0.0704,0.6149,0.5445,0.0726,0.3755,0.3029,0.0916,0.1845,0.0929,0.0794,0.0908,0.0114,0.0628,0.1008,0.038,0.1129,0.1353,0.0224,0.0995,0.2067,0.1072,0.1113
s047,8,6,0.1008,0.163,0.0622,0.0852,0.1783,0.0931,0.0633,0.1295,0.0662,0.0702,0.5177,0.4475,0.0757,0.3625,0.2868,0.0913,0.1786,0.0873,0.0744,0.1022,0.0278,0.0686,0.0884,0.0198,0.0747,0.0958,0.0211,0.0958,0.1867,0.0909,0.1227
s047,8,7,0.0855,0.1785,0.093,0.0615,0.1623,0.1008,0.0557,0.1209,0.0652,0.0554,0.5232,0.4678,0.071,0.3433,0.2723,0.0784,0.1655,0.0871,0.0844,0.1009,0.0165,0.066,0.0547,-0.0113,0.0884,0.124,0.0356,0.0636,0.1832,0.1196,0.086
s047,8,8,0.096,0.1779,0.0819,0.0565,0.1673,0.1108,0.0496,0.1153,0.0657,0.0438,0.4913,0.4475,0.0657,0.3087,0.243,0.0882,0.1639,0.0757,0.1068,0.1259,0.0191,0.0657,0.0238,-0.0419,0.0844,0.1408,0.0564,0.0723,0.1737,0.1014,0.1058
s047,8,9,0.1084,0.169,0.0606,0.0675,0.1543,0.0868,0.0623,0.1135,0.0512,0.0573,0.5404,0.4831,0.0704,0.3414,0.271,0.0889,0.1704,0.0815,0.0865,0.114,0.0275,0.0425,0.0156,-0.0269,0.0905,0.1554,0.0649,0.0876,0.1938,0.1062,0.0995
s047,8,10,0.1071,0.2049,0.0978,0.0668,0.1568,0.09,0.0757,0.1132,0.0375,0.0525,0.548,0.4955,0.0984,1.0189,0.9205,0.0847,0.1926,0.1079,0.0794,0.1064,0.027,0.0581,0.0373,-0.0208,0.0849,0.1142,0.0293,0.0665,0.2017,0.1352,0.076
s048,1,1,0.0884,0.3726,0.2842,0.124,0.1145,-0.0095,0.0678,0.114,0.0462,0.0815,0.8046,0.7231,0.0728,0.6536,0.5808,0.0853,0.2069,0.1216,0.0839,0.0964,0.0125,0.1053,0.147,0.0417,0.0886,0.2023,0.1137,0.091,0.5268,0.4358,0.0799
s048,1,2,0.0936,0.3361,0.2425,0.0857,0.0926,0.0069,0.0583,0.1124,0.0541,0.0749,0.7943,0.7194,0.0704,0.5053,0.4349,0.0952,0.2419,0.1467,0.0628,0.1855,0.1227,0.1039,0.2427,0.1388,0.0902,0.2764,0.1862,0.0544,0.2716,0.2172,0.1055
s048,1,3,0.0989,0.3462,0.2473,0.0818,0.0984,0.0166,0.0691,0.1134,0.0443,0.0644,0.7376,0.6732,0.071,0.7082,0.6372,0.0926,0.1655,0.0729,0.0636,0.2085,0.1449,0.0454,0.3464,0.301,0.1031,0.2547,0.1516,0.0826,0.3939,0.3113,0.1219
s048,1,4,0.105,0.2078,0.1028,0.0652,0.0887,0.0235,0.0594,0.1106,0.0512,0.0623,0.75,0.6877,0.0828,0.5937,0.5109,0.094,0.2673,0.1733,0.082,0.2132,0.1312,0.1018,0.1923,0.0905,0.0733,0.1469,0.0736,0.0733,0.2256,0.1523,0.0739
s048,1,5,0.0881,0.2911,0.203,0.0823,0.0926,0.0103,0.067,0.11,0.043,0.0683,1.083,1.0147,0.0747,0.5819,0.5072,0.0876,0.1246,0.037,0.0599,0.1523,0.0924,0.0591,0.1478,0.0887,0.0926,0.1912,0.0986,0.081,0.2112,0.1302,0.0921
s048,1,6,0.0913,0.2611,0.1698,0.0741,0.0815,0.0074,0.0657,0.1129,0.0472,0.0799,0.6107,0.5308,0.0697,0.8459,0.7762,0.0594,0.2082,0.1488,0.076,0.1444,0.0684,0.0889,0.1156,0.0267,0.0604,0.1588,0.0984,0.0797,0.2231,0.1434,0.0828
s048,1,7,0.1,0.2339,0.1339,0.0805,0.0985,0.018,0.048,0.0987,0.0507,0.0815,0.6648,0.5833,0.0773,0.612,0.5347,0.0612,0.1894,0.1282,0.0533,0.1296,0.0763,0.0615,0.1246,0.0631,0.0617,0.1569,0.0952,0.0818,0.2702,0.1884,0.0992
s048,1,8,0.0971,0.1988,0.1017,0.0675,0.0852,0.0177,0.0749,0.1058,0.0309,0.0799,0.4644,0.3845,0.0662,0.4526,0.3864,0.0879,0.1019,0.014,0.0797,0.1201,0.0404,0.0849,0.3537,0.2688,0.0409,0.5923,0.5514,0.0789,0.1964,0.1175,0.0918
s048,1,9,0.0942,0.2041,0.1099,0.0819,0.0776,-0.0043,0.0595,0.1141,0.0546,0.0976,0.4183,0.3207,0.0847,0.4332,0.3485,0.0813,0.1322,0.0509,0.0591,0.1067,0.0476,0.0797,0.1264,0.0467,0.067,0.1419,0.0749,0.0781,0.2528,0.1747,0.0702
s048,1,10,0.0823,0.1824,0.1001,0.0942,0.0953,0.0011,0.0546,0.1018,0.0472,0.0944,0.5126,0.4182,0.0773,0.3831,0.3058,0.077,0.1212,0.0442,0.0728,0.138,0.0652,0.0936,0.403,0.3094,0.0757,0.2511,0.1754,0.0973,0.2151,0.1178,0.0926
s048,2,1,0.095,0.1527,0.0577,0.0908,0.0815,-0.0093,0.0782,0.0999,0.0217,0.0828,0.4486,0.3658,0.0741,0.3671,0.293,0.0768,0.1112,0.0344,0.0765,0.1133,0.0368,0.0839,0.0969,0.013,0.0602,0.1733,0.1131,0.0881,0.2802,0.1921,0.0918
s048,2,2,0.1121,0.1914,0.0793,0.0703,0.066,-0.0043,0.0647,0.1048,0.0401,0.0834,0.3569,0.2735,0.076,0.3562,0.2802,0.081,0.0866,0.0056,0.0694,0.1309,0.0615,0.0849,0.1021,0.0172,0.0686,0.1477,0.0791,0.0889,0.27,0.1811,0.0931
s048,2,3,0.0791,0.1487,0.0696,0.086,0.095,0.009,0.0762,0.0926,0.0164,0.0913,0.3162,0.2249,0.0639,0.3551,0.2912,0.0849,0.1097,0.0248,0.0673,0.1579,0.0906,0.1299,0.1106,-0.0193,0.0618,0.2245,0.1627,0.0813,0.2442,0.1629,0.0915
s048,2,4,0.1124,0.1377,0.0253,0.0805,0.0879,0.0074,0.0786,0.1018,0.0232,0.0947,0.4022,0.3075,0.0794,0.5233,0.4439,0.0726,0.1328,0.0602,0.0765,0.1249,0.0484,0.0726,0.0737,0.0011,0.0573,0.1148,0.0575,0.0923,0.4965,0.4042,0.0844
s048,2,5,0.1184,0.2317,0.1133,0.0924,0.086,-0.0064,0.0679,0.0975,0.0296,0.1097,0.3832,0.2735,0.0791,0.3437,0.2646,0.0892,0.1127,0.0235,0.0757,0.1111,0.0354,0.0784,0.0771,-0.0013,0.0768,0.1182,0.0414,0.1021,0.2143,0.1122,0.1029
s048,2,6,0.1166,0.179,0.0624,0.0813,0.0863,0.005,0.0839,0.0982,0.0143,0.0915,0.3911,0.2996,0.0918,0.4508,0.359,0.1072,0.1473,0.0401,0.0596,0.0964,0.0368,0.0849,0.1058,0.0209,0.0749,0.1229,0.048,0.0849,0.1861,0.1012,0.0955
s048,2,7,0.0921,0.1377,0.0456,0.0934,0.0974,0.004,0.0762,0.1052,0.029,0.1029,0.4085,0.3056,0.0762,0.5085,0.4323,0.0768,0.1344,0.0576,0.076,0.1254,0.0494,0.1037,0.0974,-0.0063,0.0536,0.1214,0.0678,0.0881,0.2143,0.1262,0.0905
s048,2,8,0.0966,0.1575,0.0609,0.0689,0.0742,0.0053,0.0834,0.0871,0.0037,0.0905,0.6113,0.5208,0.0654,0.2912,0.2258,0.0889,0.105,0.0161,0.0755,0.1057,0.0302,0.0694,0.0649,-0.0045,0.0618,0.1064,0.0446,0.0849,0.2077,0.1228,0.0781
s048,2,9,0.0847,0.1579,0.0732,0.0937,0.0744,-0.0193,0.0708,0.1049,0.0341,0.0939,0.2648,0.1709,0.0707,0.3047,0.234,0.0649,0.0852,0.0203,0.0768,0.1215,0.0447,0.0683,0.0702,0.0019,0.0683,0.1168,0.0485,0.0847,0.207,0.1223,0.0813
s048,2,10,0.1116,0.1667,0.0551,0.0855,0.0823,-0.0032,0.0697,0.0987,0.029,0.1045,0.3479,0.2434,0.0813,0.3364,0.2551,0.0832,0.1115,0.0283,0.0654,0.1196,0.0542,0.1126,0.0947,-0.0179,0.0617,0.1258,0.0641,0.0942,0.2283,0.1341,0.091
s048,3,1,0.0628,0.155,0.0922,0.071,0.0636,-0.0074,0.0633,0.1045,0.0412,0.0892,0.3099,0.2207,0.0844,0.4258,0.3414,0.0741,0.1311,0.057,0.0736,0.1618,0.0882,0.0644,0.074,0.0096,0.0691,0.125,0.0559,0.0791,0.1927,0.1136,0.0929
s048,3,2,0.0855,0.1849,0.0994,0.0689,0.0636,-0.0053,0.0868,0.1069,0.0201,0.0852,0.3262,0.241,0.086,0.4123,0.3263,0.1,0.1391,0.0391,0.0939,0.1278,0.0339,0.0649,0.075,0.0101,0.0741,0.1205,0.0464,0.0797,0.2009,0.1212,0.0857
s048,3,3,0.0907,0.1526,0.0619,0.0728,0.0739,0.0011,0.0541,0.0971,0.043,0.0741,0.2766,0.2025,0.0881,0.3772,0.2891,0.0987,0.14,0.0413,0.1042,0.1185,0.0143,0.0813,0.0729,-0.0084,0.0878,0.12,0.0322,0.0773,0.1906,0.1133,0.0955
s048,3,4,0.0905,0.1727,0.0822,0.0707,0.0752,0.0045,0.0715,0.0953,0.0238,0.0784,0.2809,0.2025,0.0736,0.5953,0.5217,0.1124,0.199,0.0866,0.1002,0.1662,0.066,0.0844,0.099,0.0146,0.0849,0.1295,0.0446,0.0749,0.1834,0.1085,0.0884
s048,3,5,0.0799,0.1608,0.0809,0.076,0.0771,0.0011,0.0475,0.0979,0.0504,0.0902,0.3666,0.2764,0.0681,0.4263,0.3582,0.0842,0.1781,0.0939,0.0955,0.1191,0.0236,0.0805,0.0877,0.0072,0.0823,0.1182,0.0359,0.0776,0.1925,0.1149,0.0871
s048,3,6,0.1055,0.1434,0.0379,0.0668,0.0816,0.0148,0.0631,0.0953,0.0322,0.0857,0.2793,0.1936,0.072,0.388,0.316,0.0876,0.1365,0.0489,0.0784,0.1228,0.0444,0.0768,0.0803,0.0035,0.0697,0.1243,0.0546,0.0691,0.1998,0.1307,0.0926
s048,3,7,0.0884,0.1569,0.0685,0.0736,0.0818,0.0082,0.0515,0.0906,0.0391,0.081,0.2508,0.1698,0.0799,0.3695,0.2896,0.0852,0.1425,0.0573,0.0944,0.1209,0.0265,0.072,0.0816,0.0096,0.0731,0.1084,0.0353,0.0913,0.2592,0.1679,0.095
s048,3,8,0.0944,0.1866,0.0922,0.0739,0.0633,-0.0106,0.0628,0.0932,0.0304,0.0842,0.239,0.1548,0.046,0.3459,0.2999,0.0881,0.1285,0.0404,0.1005,0.1214,0.0209,0.0763,0.0702,-0.0061,0.0861,0.113,0.0269,0.0884,0.2473,0.1589,0.0731
s048,3,9,0.0923,0.1613,0.069,0.072,0.0699,-0.0021,0.0617,0.106,0.0443,0.0892,0.3329,0.2437,0.0704,0.6958,0.6254,0.1158,0.2514,0.1356,0.0847,0.2341,0.1494,0.0921,0.1046,0.0125,0.0902,0.4984,0.4082,0.082,0.4068,0.3248,0.0958
s048,3,10,0.119,0.1701,0.0511,0.0834,0.0567,-0.0267,0.0534,0.1101,0.0567,0.0813,1.0686,0.9873,0.0781,0.3126,0.2345,0.0887,0.1209,0.0322,0.0942,0.1484,0.0542,0.0523,0.0446,-0.0077,0.0784,0.1209,0.0425,0.0889,0.2178,0.1289,0.0886
s048,4,1,0.1229,0.1677,0.0448,0.0795,0.0694,-0.0101,0.0634,0.1085,0.0451,0.1053,0.3294,0.2241,0.0847,0.4621,0.3774,0.0955,0.118,0.0225,0.0921,0.1526,0.0605,0.0697,0.0708,0.0011,0.077,0.0994,0.0224,0.11,0.2133,0.1033,0.082
s048,4,2,0.1031,0.1378,0.0347,0.0892,0.0728,-0.0164,0.0716,0.1012,0.0296,0.0907,0.2022,0.1115,0.1053,0.3709,0.2656,0.0929,0.1085,0.0156,0.0913,0.1542,0.0629,0.0927,0.0721,-0.0206,0.0869,0.1254,0.0385,0.0849,0.1958,0.1109,0.0936
s048,4,3,0.1031,0.1734,0.0703,0.099,0.0797,-0.0193,0.0892,0.1143,0.0251,0.1034,0.3608,0.2574,0.1053,0.3683,0.263,0.0839,0.1082,0.0243,0.1034,0.1562,0.0528,0.0931,0.0847,-0.0084,0.1216,0.1743,0.0527,0.0852,0.2038,0.1186,0.0805
s048,4,4,0.1066,0.1656,0.059,0.0924,0.0747,-0.0177,0.056,0.0943,0.0383,0.1002,0.2197,0.1195,0.0966,0.4414,0.3448,0.1076,0.1327,0.0251,0.1037,0.1362,0.0325,0.0964,0.0808,-0.0156,0.0861,0.1064,0.0203,0.0926,0.5295,0.4369,0.0863
s048,4,5,0.1266,0.1917,0.0651,0.0779,0.0755,-0.0024,0.0583,0.1069,0.0486,0.1029,0.2192,0.1163,0.1108,0.3781,0.2673,0.0937,0.1401,0.0464,0.0926,0.1301,0.0375,0.0863,0.0721,-0.0142,0.0881,0.1559,0.0678,0.0639,0.1719,0.108,0.0971
s048,4,6,0.1195,0.1569,0.0374,0.0837,0.0823,-0.0014,0.0708,0.0898,0.019,0.1108,0.2511,0.1403,0.0907,0.3706,0.2799,0.0789,0.1454,0.0665,0.0913,0.1246,0.0333,0.0879,0.0734,-0.0145,0.0847,0.1306,0.0459,0.0791,0.1913,0.1122,0.0923
s048,4,7,0.1108,0.1495,0.0387,0.0745,0.0731,-0.0014,0.0811,0.0933,0.0122,0.1184,0.2655,0.1471,0.0984,0.435,0.3366,0.0852,0.1203,0.0351,0.0997,0.1401,0.0404,0.0807,0.0918,0.0111,0.0794,0.1411,0.0617,0.0773,0.2655,0.1882,0.0222
s048,4,8,0.106,0.1613,0.0553,0.0755,0.0834,0.0079,0.076,0.1069,0.0309,0.1113,0.2711,0.1598,0.082,0.349,0.267,0.0944,0.1678,0.0734,0.0952,0.1401,0.0449,0.1053,0.0834,-0.0219,0.0918,0.1308,0.039,0.0936,0.4548,0.3612,0.0868
s048,4,9,0.0844,0.1872,0.1028,0.0863,0.0718,-0.0145,0.0784,0.1264,0.048,0.0981,0.2247,0.1266,0.0989,0.441,0.3421,0.0802,0.1201,0.0399,0.0918,0.1251,0.0333,0.095,0.0961,0.0011,0.1013,0.1285,0.0272,0.1053,0.443,0.3377,0.0968
s048,4,10,0.1269,0.1999,0.073,0.0881,0.077,-0.0111,0.0831,0.1172,0.0341,0.1253,0.4375,0.3122,0.0784,0.454,0.3756,0.0981,0.1978,0.0997,0.0776,0.1096,0.032,0.1137,0.1005,-0.0132,0.1056,0.1404,0.0348,0.101,0.1995,0.0985,0.1097
s048,5,1,0.1026,0.16,0.0574,0.071,0.0631,-0.0079,0.0596,0.1029,0.0433,0.0884,0.2738,0.1854,0.0886,0.3664,0.2778,0.09,0.1489,0.0589,0.09,0.1318,0.0418,0.09,0.0887,-0.0013,0.103,0.1008,-0.0022,0.1021,0.2006,0.0985,0.0992
s048,5,2,0.0834,0.3381,0.2547,0.0905,0.0797,-0.0108,0.0628,0.1024,0.0396,0.0726,0.2314,0.1588,0.0989,0.4284,0.3295,0.0915,0.1441,0.0526,0.0897,0.1286,0.0389,0.0784,0.0824,0.004,0.1066,0.1095,0.0029,0.1005,0.1951,0.0946,0.1055
s048,5,3,0.1092,0.1661,0.0569,0.0805,0.0887,0.0082,0.0562,0.0879,0.0317,0.0842,0.2258,0.1416,0.0936,0.5386,0.445,0.0958,0.1686,0.0728,0.0897,0.1333,0.0436,0.0852,0.1064,0.0212,0.0963,0.1148,0.0185,0.096,0.1745,0.0785,0.1163
s048,5,4,0.0929,0.1524,0.0595,0.0921,0.0855,-0.0066,0.0612,0.1,0.0388,0.1013,0.2835,0.1822,0.0839,0.3994,0.3155,0.0881,0.1934,0.1053,0.0968,0.1446,0.0478,0.086,0.0937,0.0077,0.0936,0.1094,0.0158,0.1111,0.1999,0.0888,0.1029
s048,5,5,0.11,0.1606,0.0506,0.0906,0.0892,-0.0014,0.0753,0.1199,0.0446,0.1021,0.2474,0.1453,0.0947,1.7351,1.6404,0.062,0.1908,0.1288,0.0739,0.1041,0.0302,0.1,0.1093,0.0093,0.0889,0.1055,0.0166,0.0936,0.1829,0.0893,0.1045
s048,5,6,0.1055,0.1629,0.0574,0.071,0.075,0.004,0.0639,0.0998,0.0359,0.0976,0.225,0.1274,0.091,1.0527,0.9617,0.0884,0.1381,0.0497,0.0881,0.1119,0.0238,0.0799,0.0884,0.0085,0.0834,0.0897,0.0063,0.0849,0.1697,0.0848,0.0942
s048,5,7,0.0934,0.126,0.0326,0.0815,0.0881,0.0066,0.0697,0.0998,0.0301,0.1179,0.2297,0.1118,0.0947,0.3583,0.2636,0.0966,0.1278,0.0312,0.0828,0.1335,0.0507,0.0784,0.0681,-0.0103,0.0932,0.0921,-0.0011,0.0992,0.208,0.1088,0.1163
s048,5,8,0.1092,0.1476,0.0384,0.0923,0.0968,0.0045,0.0813,0.0972,0.0159,0.12,0.409,0.289,0.086,0.3504,0.2644,0.0844,0.1718,0.0874,0.0668,0.1086,0.0418,0.0852,0.0863,0.0011,0.081,0.0968,0.0158,0.091,0.199,0.108,0.1026
s048,5,9,0.1005,0.1706,0.0701,0.0979,0.0617,-0.0362,0.0631,0.1755,0.1124,0.1018,0.3666,0.2648,0.0973,0.3878,0.2905,0.067,0.1652,0.0982,0.0723,0.1331,0.0608,0.0749,0.0723,-0.0026,0.1029,0.1074,0.0045,0.0865,0.1879,0.1014,0.1031
s048,5,10,0.0871,0.1596,0.0725,0.0911,0.0789,-0.0122,0.0679,0.1051,0.0372,0.1187,0.3191,0.2004,0.0968,0.3775,0.2807,0.0781,0.1357,0.0576,0.0741,0.1254,0.0513,0.0856,0.0721,-0.0135,0.0874,0.1053,0.0179,0.1008,0.1883,0.0875,0.1097
s048,6,1,0.0881,0.1695,0.0814,0.0865,0.0683,-0.0182,0.0607,0.1016,0.0409,0.0884,0.2527,0.1643,0.0768,0.366,0.2892,0.0857,0.1443,0.0586,0.0797,0.118,0.0383,0.0973,0.1013,0.004,0.0857,0.1068,0.0211,0.0984,0.1816,0.0832,0.1002
s048,6,2,0.0712,0.1455,0.0743,0.087,0.0849,-0.0021,0.0543,0.0913,0.037,0.1245,0.3289,0.2044,0.0826,0.3841,0.3015,0.085,0.1233,0.0383,0.0773,0.1309,0.0536,0.0919,0.0721,-0.0198,0.0795,0.1164,0.0369,0.0995,0.1804,0.0809,0.096
s048,6,3,0.0995,0.1353,0.0358,0.09,0.0873,-0.0027,0.0663,0.0914,0.0251,0.09,0.2195,0.1295,0.0881,0.3614,0.2733,0.0876,0.1261,0.0385,0.0955,0.1309,0.0354,0.0855,0.0773,-0.0082,0.0842,0.1148,0.0306,0.0968,0.2064,0.1096,0.1031
s048,6,4,0.0944,0.1597,0.0653,0.077,0.0813,0.0043,0.0689,0.094,0.0251,0.1097,0.283,0.1733,0.0915,0.479,0.3875,0.0897,0.137,0.0473,0.0826,0.1383,0.0557,0.0868,0.0945,0.0077,0.081,0.1132,0.0322,0.1042,0.199,0.0948,0.0995
s048,6,5,0.0755,0.1245,0.049,0.0733,0.0868,0.0135,0.0496,0.0837,0.0341,0.1071,0.2028,0.0957,0.0968,0.3788,0.282,0.0952,0.1406,0.0454,0.0876,0.1333,0.0457,0.0977,0.0734,-0.0243,0.0792,0.1045,0.0253,0.1039,0.1953,0.0914,0.1124
s048,6,6,0.1121,0.1424,0.0303,0.0957,0.082,-0.0137,0.0836,0.0963,0.0127,0.1113,0.2044,0.0931,0.0897,0.4316,0.3419,0.0834,0.1882,0.1048,0.0815,0.1314,0.0499,0.1029,0.0987,-0.0042,0.0834,0.1182,0.0348,0.0976,0.2942,0.1966,0.0188
s048,6,7,0.0984,0.1822,0.0838,0.072,0.0749,0.0029,0.0805,0.095,0.0145,0.0947,0.2387,0.144,0.0744,0.3909,0.3165,0.0934,0.1452,0.0518,0.0699,0.1285,0.0586,0.0976,0.0876,-0.01,0.0945,0.1174,0.0229,0.1045,0.1991,0.0946,0.1005
s048,6,8,0.0842,0.1461,0.0619,0.0807,0.0488,-0.0319,0.0979,0.1114,0.0135,0.1111,0.3492,0.2381,0.0704,0.4486,0.3782,0.0871,0.132,0.0449,0.0776,0.1281,0.0505,0.0976,0.0921,-0.0055,0.0865,0.101,0.0145,0.1108,0.4654,0.3546,0.0683
s048,6,9,0.1224,0.1896,0.0672,0.0929,0.0842,-0.0087,0.0715,0.1369,0.0654,0.106,0.3104,0.2044,0.0857,0.396,0.3103,0.0836,0.1266,0.043,0.0873,0.1357,0.0484,0.0897,0.0831,-0.0066,0.0858,0.114,0.0282,0.119,0.2236,0.1046,0.095
s048,6,10,0.1134,0.1619,0.0485,0.0934,0.0902,-0.0032,0.0763,0.0866,0.0103,0.1126,0.2408,0.1282,0.0958,0.3654,0.2696,0.1093,0.1539,0.0446,0.0852,0.1267,0.0415,0.0956,0.0729,-0.0227,0.0993,0.0979,-0.0014,0.1269,0.2128,0.0859,0.1002
s048,7,1,0.0939,0.2405,0.1466,0.0818,0.0623,-0.0195,0.0747,0.1138,0.0391,0.0878,0.2856,0.1978,0.0786,0.3638,0.2852,0.0892,0.1407,0.0515,0.0726,0.1637,0.0911,0.0794,0.0942,0.0148,0.0966,0.1108,0.0142,0.0855,0.1938,0.1083,0.0865
